engine,scenario_id,route,decision_time_us,latency_ms,cost_usd,success,reward,agreement_with_rule,ctx_network_latency_ms,ctx_connectivity,ctx_cpu_available,ctx_priority,ctx_batch_size,ctx_cost_budget_usd,ctx_model_size_mb
DecisionTree,89,cloud,42.816,221.516,0.0136,True,-42.554,True,151.7736816859814,1,21.84978341435442,4,16,1.0,9.4
DecisionTree,90,cloud,42.701,197.47,0.0034,True,-20.32,True,141.01582715434074,1,18.505991798300357,3,4,0.5,22.5
DecisionTree,91,cloud,51.188,219.987,0.0034,True,-31.676,True,179.8130188523127,1,9.168078104922525,3,4,2.0,22.5
DecisionTree,92,cloud,43.685,210.248,0.0136,True,-39.535,True,153.94255447013398,1,5.81576679692024,2,16,1.0,22.5
DecisionTree,93,cloud,42.62,192.387,0.0136,True,-32.951,True,73.08476874297546,1,17.106952620309464,2,16,2.0,9.4
DecisionTree,94,cloud,43.41,197.942,0.0136,True,-39.261,True,127.1866176621878,1,22.536557644161654,4,16,1.0,15.1
DecisionTree,95,cloud,42.616,143.528,0.0034,True,-11.599,True,71.84688268022647,1,14.181235737249299,2,4,2.0,22.5
DecisionTree,96,cloud,42.793,243.918,0.0068,True,-30.795,True,176.57585930598037,1,18.366316451847787,2,8,1.0,22.5
DecisionTree,97,cloud,42.723,110.632,0.0068,True,-23.548,True,78.69904063912648,1,20.961997538664818,3,8,1.0,9.4
DecisionTree,98,cloud,42.436,123.782,0.0034,True,-17.03,True,83.69795046183015,1,24.29439509570801,4,4,5.0,15.1
DecisionTree,99,cloud,42.356,236.777,0.0136,True,-41.468,True,178.42516604422534,1,18.510932494714734,4,16,5.0,9.4
RandomForest,0,cloud,11734.167,163.051,0.0034,True,-11.34,True,67.86798274459446,1,14.055346615087513,3,4,5.0,22.5
RandomForest,1,cloud,12051.099,232.851,0.0136,True,-38.18,True,132.17171822756723,1,19.071857833002483,4,16,1.0,9.4
RandomForest,2,cloud,11716.24,178.743,0.0068,True,-29.699,True,142.1306421019774,1,5.436203958982859,2,8,5.0,22.5
RandomForest,3,cloud,11781.722,137.998,0.0068,True,-31.688,True,97.13496887336447,1,11.738782849410832,4,8,0.5,22.5
RandomForest,4,cloud,11783.609,198.325,0.0068,True,-24.587,True,101.059185813738,1,15.263911812286256,3,8,2.0,9.4
RandomForest,5,cloud,11660.816,280.398,0.0034,True,-31.394,True,177.16914047769717,1,11.114581227287122,4,4,5.0,9.4
